PROVINCIA,DIA,HORA,FERIADO,CAUSA_PROBABLE,CLASE_FINAL,ZONA,TIPO_DE_VEHICULO_1,SERVICIO_1,EDAD_1,SEXO_1,CONDICION_1,PARTICIPANTE_1
GUAYAS,MIERCOLES,P18,NO,CP13,ATROPELLOS,URBANA,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,LESIONADO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,MIERCOLES,P21,NO,CP13,ESTRELLAMIENTOS,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,MIERCOLES,P14,NO,CP22,CHOQUE LATERAL,RURAL,CAMION,COMERCIAL,-1.0,NO IDENTIFICADO,ILESO,CONDUCTOR
GUAYAS,MIERCOLES,P08,NO,CP09,ESTRELLAMIENTOS,URBANA,AUTOMOVIL,PARTICULAR,65.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,MIERCOLES,P07,NO,CP09,ESTRELLAMIENTOS,URBANA,CAMION,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,MIERCOLES,P11,NO,CP09,PERDIDA DE CARRIL,URBANA,VEHICULO DEPORTIVO UTILITARIO,PARTICULAR,57.0,MUJER,ILESO,CONDUCTOR
GUAYAS,MIERCOLES,P05,NO,CP18,CHOQUE LATERAL,URBANA,CAMIONETA,ESTADO,38.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,MIERCOLES,P03,NO,CP09,PERDIDA DE CARRIL,URBANA,CAMION,PARTICULAR,28.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,MIERCOLES,P11,NO,CP22,CHOQUE LATERAL,URBANA,AUTOMOVIL,COMERCIAL,44.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,MIERCOLES,P11,NO,CP12,ROZAMIENTOS,URBANA,BUS,COMERCIAL,-1.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,MIERCOLES,P10,NO,CP22,CHOQUE LATERAL,URBANA,AUTOMOVIL,PARTICULAR,-1.0,MUJER,ILESO,CONDUCTOR
GUAYAS,MIERCOLES,P13,NO,CP11,COLISION,URBANA,ESPECIAL,COMERCIAL,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,MIERCOLES,P17,NO,CP09,CAIDA DE PASAJERO,URBANA,BUS,PUBLICO,35.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,MIERCOLES,P16,NO,CP22,CHOQUE LATERAL,URBANA,MOTOCICLETA,PARTICULAR,18.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,MIERCOLES,P17,NO,CP09,ATROPELLOS,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,MIERCOLES,P22,NO,CP09,ATROPELLOS,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,MIERCOLES,P14,NO,CP18,CHOQUE LATERAL,URBANA,CAMIONETA,PARTICULAR,61.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,MIERCOLES,P20,NO,CP09,ESTRELLAMIENTOS,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,MIERCOLES,P21,NO,CP09,PERDIDA DE CARRIL,URBANA,MOTOCICLETA,PARTICULAR,23.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,MIERCOLES,P22,NO,CP06,CHOQUE LATERAL,URBANA,AUTOMOVIL,PARTICULAR,23.0,HOMBRE,LESIONADO,CONDUCTOR
MANABI,MIERCOLES,P08,NO,CP13,PERDIDA DE CARRIL,RURAL,CAMION,PARTICULAR,-1.0,HOMBRE,NO IDENTIFICADO,CONDUCTOR
PICHINCHA,MIERCOLES,P10,NO,CP13,CHOQUE LATERAL,RURAL,AUTOMOVIL,PARTICULAR,-1.0,HOMBRE,ILESO,CONDUCTOR
CHIMBORAZO,MIERCOLES,P20,NO,CP13,CHOQUE LATERAL,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,HOMBRE,LESIONADO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,MIERCOLES,P08,NO,CP24,CHOQUE LATERAL,URBANA,AUTOMOVIL,PARTICULAR,29.0,HOMBRE,ILESO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,MIERCOLES,P13,NO,CP12,ROZAMIENTOS,URBANA,AUTOMOVIL,COMERCIAL,43.0,HOMBRE,ILESO,CONDUCTOR
AZUAY,MIERCOLES,P16,NO,CP26,ATROPELLOS,URBANA,VEHICULO DEPORTIVO UTILITARIO,PARTICULAR,11.0,HOMBRE,LESIONADO,PEATON
IMBABURA,MIERCOLES,P02,NO,CP06,ESTRELLAMIENTOS,URBANA,NO IDENTIFICADO,PARTICULAR,17.0,MUJER,ILESO,PASAJERO
SANTO DOMINGO DE LOS TSACHILAS,MIERCOLES,P19,NO,CP15,ATROPELLOS,URBANA,AUTOMOVIL,PARTICULAR,9.0,HOMBRE,LESIONADO,PEATON
SANTO DOMINGO DE LOS TSACHILAS,MIERCOLES,P19,NO,CP02,PERDIDA DE CARRIL,RURAL,MOTOCICLETA,PARTICULAR,29.0,HOMBRE,LESIONADO,CONDUCTOR
PICHINCHA,MIERCOLES,P07,NO,CP22,CHOQUE LATERAL,RURAL,CAMIONETA,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
PICHINCHA,MIERCOLES,P08,NO,CP06,CHOQUE FRONTAL,RURAL,AUTOMOVIL,PARTICULAR,45.0,HOMBRE,LESIONADO,CONDUCTOR
PICHINCHA,MIERCOLES,P16,NO,CP15,ATROPELLOS,URBANA,AUTOMOVIL,PARTICULAR,92.0,HOMBRE,LESIONADO,PEATON
PICHINCHA,MIERCOLES,P08,NO,CP10,ESTRELLAMIENTOS,RURAL,AUTOMOVIL,PARTICULAR,47.0,HOMBRE,LESIONADO,CONDUCTOR
PICHINCHA,MIERCOLES,P06,NO,CP15,ATROPELLOS,URBANA,CAMIONETA,PARTICULAR,32.0,MUJER,LESIONADO,PEATON
PICHINCHA,MIERCOLES,P07,NO,CP22,CHOQUE LATERAL,URBANA,BUS,PUBLICO,25.0,HOMBRE,LESIONADO,PASAJERO
PICHINCHA,MIERCOLES,P19,NO,CP25,ATROPELLOS,URBANA,NO IDENTIFICADO,PARTICULAR,8.0,MUJER,LESIONADO,PEATON
PICHINCHA,MIERCOLES,P21,NO,CP25,ATROPELLOS,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
PICHINCHA,MIERCOLES,P23,NO,CP22,ESTRELLAMIENTOS,URBANA,CAMION,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
PICHINCHA,MIERCOLES,P16,NO,CP22,ATROPELLOS,URBANA,CAMION,PARTICULAR,26.0,HOMBRE,ILESO,CONDUCTOR
PICHINCHA,MIERCOLES,P17,NO,CP13,PERDIDA DE CARRIL,URBANA,MOTOCICLETA,PARTICULAR,20.0,HOMBRE,LESIONADO,PASAJERO
TUNGURAHUA,MIERCOLES,P13,NO,CP15,ATROPELLOS,URBANA,MOTOCICLETA,PARTICULAR,71.0,MUJER,LESIONADO,PEATON
CHIMBORAZO,MIERCOLES,P13,NO,CP12,CHOQUE LATERAL,URBANA,AUTOMOVIL,PARTICULAR,-1.0,HOMBRE,NO IDENTIFICADO,PASAJERO
AZUAY,JUEVES,P01,NO,CP11,CHOQUE POSTERIOR,RURAL,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,ILESO,CONDUCTOR
SANTA ELENA,JUEVES,P03,NO,CP13,PERDIDA DE CARRIL,RURAL,CAMIONETA,PARTICULAR,28.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,JUEVES,P06,NO,CP13,ATROPELLOS,URBANA,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,LESIONADO,CONDUCTOR
AZUAY,JUEVES,P07,NO,CP13,VOLCAMIENTOS,RURAL,VEHICULO DEPORTIVO UTILITARIO,PARTICULAR,29.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,JUEVES,P22,NO,CP22,CHOQUE LATERAL,URBANA,AUTOMOVIL,PARTICULAR,31.0,HOMBRE,ILESO,CONDUCTOR
SANTA ELENA,JUEVES,P17,NO,CP22,CHOQUE LATERAL,URBANA,MOTOCICLETA,PARTICULAR,27.0,HOMBRE,LESIONADO,CONDUCTOR
EL ORO,JUEVES,P12,NO,CP17,CHOQUE FRONTAL,RURAL,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
EL ORO,JUEVES,P22,NO,CP13,ATROPELLOS,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,JUEVES,P15,NO,CP01,ATROPELLOS,URBANA,BUS,PARTICULAR,41.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,JUEVES,P00,NO,CP09,PERDIDA DE CARRIL,URBANA,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,JUEVES,P06,NO,CP09,ATROPELLOS,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,JUEVES,P07,NO,CP09,CHOQUE POSTERIOR,URBANA,MOTOCICLETA,PARTICULAR,-1.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,JUEVES,P10,NO,CP18,CHOQUE LATERAL,URBANA,MOTOCICLETA,ESTADO,22.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,JUEVES,P12,NO,CP18,CHOQUE LATERAL,URBANA,MOTOCICLETA,PARTICULAR,-1.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,JUEVES,P16,NO,CP18,CHOQUE LATERAL,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,JUEVES,P17,NO,CP17,CHOQUE FRONTAL,URBANA,CAMIONETA,PARTICULAR,53.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,JUEVES,P15,NO,CP09,CHOQUE POSTERIOR,URBANA,ESPECIAL,COMERCIAL,31.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,JUEVES,P13,NO,CP09,ATROPELLOS,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,JUEVES,P15,NO,CP09,PERDIDA DE CARRIL,URBANA,MOTOCICLETA,PARTICULAR,30.0,MUJER,LESIONADO,CONDUCTOR
GUAYAS,JUEVES,P17,NO,CP09,CHOQUE POSTERIOR,URBANA,AUTOMOVIL,PARTICULAR,-1.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,JUEVES,P17,NO,CP09,PERDIDA DE CARRIL,URBANA,MOTOCICLETA,ESTADO,-1.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,JUEVES,P19,NO,CP09,ATROPELLOS,URBANA,AUTOMOVIL,PARTICULAR,27.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,JUEVES,P17,NO,CP17,CHOQUE FRONTAL,URBANA,AUTOMOVIL,PARTICULAR,-1.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,JUEVES,P20,NO,CP22,CHOQUE LATERAL,URBANA,CAMIONETA,PARTICULAR,24.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,JUEVES,P18,NO,CP12,ROZAMIENTOS,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,JUEVES,P23,NO,CP09,ATROPELLOS,URBANA,AUTOMOVIL,PARTICULAR,-1.0,HOMBRE,ILESO,CONDUCTOR
ZAMORA CHINCHIPE,JUEVES,P06,NO,CP13,ESTRELLAMIENTOS,RURAL,CAMIONETA,PARTICULAR,35.0,HOMBRE,LESIONADO,CONDUCTOR
ORELLANA,JUEVES,P03,NO,CP10,ESTRELLAMIENTOS,URBANA,MOTOCICLETA,PARTICULAR,30.0,HOMBRE,LESIONADO,CONDUCTOR
MORONA SANTIAGO,JUEVES,P18,NO,CP17,CHOQUE FRONTAL,RURAL,CAMIONETA,PARTICULAR,31.0,HOMBRE,ILESO,CONDUCTOR
COTOPAXI,JUEVES,P16,NO,CP13,CHOQUE POSTERIOR,RURAL,CAMION,PARTICULAR,54.0,HOMBRE,FALLECIDO,CONDUCTOR
TUNGURAHUA,JUEVES,P16,NO,CP01,CHOQUE POSTERIOR,RURAL,CAMIONETA,PARTICULAR,35.0,HOMBRE,ILESO,CONDUCTOR
TUNGURAHUA,JUEVES,P19,NO,CP13,CHOQUE FRONTAL,URBANA,MOTOCICLETA,PARTICULAR,37.0,HOMBRE,ILESO,CONDUCTOR
AZUAY,JUEVES,P23,NO,CP20,PERDIDA DE CARRIL,URBANA,MOTOCICLETA,PARTICULAR,39.0,HOMBRE,LESIONADO,PASAJERO
IMBABURA,JUEVES,P06,NO,CP04,CHOQUE FRONTAL,RURAL,BICICLETA,PARTICULAR,10.0,MUJER,LESIONADO,PASAJERO
IMBABURA,JUEVES,P08,NO,CP05,COLISION,URBANA,AUTOMOVIL,PARTICULAR,28.0,HOMBRE,ILESO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,JUEVES,P08,NO,CP25,ATROPELLOS,URBANA,AUTOMOVIL,PARTICULAR,65.0,HOMBRE,LESIONADO,PEATON
SANTO DOMINGO DE LOS TSACHILAS,JUEVES,P03,NO,CP13,ESTRELLAMIENTOS,URBANA,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
IMBABURA,JUEVES,P18,NO,CP13,CHOQUE LATERAL,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
CHIMBORAZO,JUEVES,P20,NO,CP13,CHOQUE LATERAL,URBANA,MOTOCICLETA,PARTICULAR,23.0,HOMBRE,ILESO,CONDUCTOR
PICHINCHA,JUEVES,P01,NO,CP09,ESTRELLAMIENTOS,URBANA,AUTOMOVIL,PARTICULAR,22.0,HOMBRE,ILESO,CONDUCTOR
PICHINCHA,JUEVES,P04,NO,CP09,ESTRELLAMIENTOS,URBANA,CAMIONETA,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
PICHINCHA,JUEVES,P11,NO,CP26,ATROPELLOS,URBANA,AUTOMOVIL,PARTICULAR,85.0,MUJER,LESIONADO,PEATON
PICHINCHA,JUEVES,P15,NO,CP22,CHOQUE LATERAL,URBANA,AUTOMOVIL,PARTICULAR,28.0,HOMBRE,ILESO,CONDUCTOR
PICHINCHA,JUEVES,P20,NO,CP22,CHOQUE LATERAL,URBANA,AUTOMOVIL,PARTICULAR,59.0,MUJER,ILESO,PASAJERO
PICHINCHA,JUEVES,P18,NO,CP22,CHOQUE LATERAL,URBANA,AUTOMOVIL,PARTICULAR,20.0,HOMBRE,ILESO,CONDUCTOR
PICHINCHA,JUEVES,P20,NO,CP15,ATROPELLOS,URBANA,BUS,ESTADO,23.0,HOMBRE,LESIONADO,CONDUCTOR
PICHINCHA,JUEVES,P19,NO,CP11,CHOQUE POSTERIOR,URBANA,AUTOMOVIL,PARTICULAR,41.0,HOMBRE,LESIONADO,CONDUCTOR
PICHINCHA,JUEVES,P21,NO,CP25,ATROPELLOS,URBANA,NO IDENTIFICADO,PARTICULAR,42.0,HOMBRE,LESIONADO,PEATON
PICHINCHA,JUEVES,P03,NO,CP22,ESTRELLAMIENTOS,URBANA,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
PICHINCHA,JUEVES,P18,NO,CP16,CAIDA DE PASAJERO,RURAL,NO IDENTIFICADO,PARTICULAR,67.0,HOMBRE,LESIONADO,PASAJERO
PICHINCHA,JUEVES,P15,NO,CP20,ESTRELLAMIENTOS,URBANA,ESPECIAL,CUENTA PROPIA,42.0,HOMBRE,ILESO,CONDUCTOR
TUNGURAHUA,JUEVES,P06,NO,CP22,ATROPELLOS,URBANA,AUTOMOVIL,COMERCIAL,11.0,MUJER,LESIONADO,PEATON
TUNGURAHUA,JUEVES,P13,NO,CP13,CHOQUE POSTERIOR,URBANA,CAMIONETA,PARTICULAR,32.0,HOMBRE,LESIONADO,CONDUCTOR
TUNGURAHUA,JUEVES,P19,NO,CP13,ATROPELLOS,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
CHIMBORAZO,JUEVES,P13,NO,CP09,ESTRELLAMIENTOS,RURAL,NO IDENTIFICADO,PARTICULAR,16.0,MUJER,LESIONADO,PASAJERO
MANABI,VIERNES,P09,NO,CP11,CHOQUE POSTERIOR,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
MANABI,VIERNES,P02,NO,CP13,ESTRELLAMIENTOS,RURAL,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,LESIONADO,CONDUCTOR
SANTA ELENA,VIERNES,P07,NO,CP22,CHOQUE LATERAL,URBANA,AUTOMOVIL,PARTICULAR,49.0,HOMBRE,ILESO,CONDUCTOR
SANTA ELENA,VIERNES,P11,NO,CP13,PERDIDA DE CARRIL,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,VIERNES,P10,NO,CP11,CHOQUE POSTERIOR,RURAL,CAMION,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,VIERNES,P13,NO,CP16,CAIDA DE PASAJERO,URBANA,BUS,PUBLICO,25.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,VIERNES,P15,NO,CP16,CAIDA DE PASAJERO,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
SANTA ELENA,VIERNES,P19,NO,CP13,ESTRELLAMIENTOS,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,VIERNES,P17,NO,CP11,CHOQUE POSTERIOR,URBANA,CAMIONETA,PARTICULAR,-1.0,NO IDENTIFICADO,ILESO,CONDUCTOR
LOS RIOS,VIERNES,P22,NO,CP13,ESTRELLAMIENTOS,RURAL,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,VIERNES,P19,NO,CP13,ATROPELLOS,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
LOS RIOS,VIERNES,P23,NO,CP22,CHOQUE LATERAL,RURAL,CAMIONETA,PARTICULAR,-1.0,HOMBRE,LESIONADO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,VIERNES,P23,NO,CP22,CHOQUE LATERAL,URBANA,MOTOCICLETA,PARTICULAR,39.0,HOMBRE,ILESO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,VIERNES,P19,NO,CP22,CHOQUE LATERAL,RURAL,CAMIONETA,PARTICULAR,42.0,HOMBRE,ILESO,CONDUCTOR
EL ORO,VIERNES,P20,NO,CP22,CHOQUE LATERAL,RURAL,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
LOS RIOS,VIERNES,P22,NO,CP22,CHOQUE LATERAL,URBANA,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,LESIONADO,CONDUCTOR
GUAYAS,VIERNES,P20,NO,CP16,CAIDA DE PASAJERO,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,VIERNES,P06,NO,CP09,ATROPELLOS,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,VIERNES,P02,NO,CP09,ESTRELLAMIENTOS,URBANA,AUTOMOVIL,COMERCIAL,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,VIERNES,P07,NO,CP09,ATROPELLOS,URBANA,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,VIERNES,P07,NO,CP13,CHOQUE LATERAL,URBANA,AUTOMOVIL,COMERCIAL,40.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,VIERNES,P00,NO,CP06,PERDIDA DE CARRIL,URBANA,CAMIONETA,PARTICULAR,21.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,VIERNES,P06,NO,CP09,ATROPELLOS,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,VIERNES,P09,NO,CP18,CHOQUE LATERAL,URBANA,MOTOCICLETA,PARTICULAR,23.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,VIERNES,P11,NO,CP09,CHOQUE POSTERIOR,URBANA,MOTOCICLETA,PARTICULAR,-1.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,VIERNES,P15,NO,CP09,ATROPELLOS,URBANA,MOTOCICLETA,PARTICULAR,20.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,VIERNES,P14,NO,CP09,ATROPELLOS,URBANA,CAMION,PARTICULAR,-1.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,VIERNES,P15,NO,CP09,ATROPELLOS,URBANA,MOTOCICLETA,PARTICULAR,-1.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,VIERNES,P17,NO,CP09,ESTRELLAMIENTOS,URBANA,MOTOCICLETA,PARTICULAR,-1.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,VIERNES,P16,NO,CP09,ARROLLAMIENTOS,URBANA,CAMION,COMERCIAL,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,VIERNES,P21,NO,CP09,ATROPELLOS,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,VIERNES,P19,NO,CP09,ESTRELLAMIENTOS,URBANA,CAMION,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,VIERNES,P18,NO,CP18,CHOQUE LATERAL,URBANA,CAMION,PARTICULAR,26.0,HOMBRE,ILESO,CONDUCTOR
CANAR,VIERNES,P02,NO,CP09,PERDIDA DE CARRIL,RURAL,MOTOCICLETA,PARTICULAR,20.0,HOMBRE,FALLECIDO,CONDUCTOR
MANABI,VIERNES,P12,NO,CP09,CHOQUE LATERAL,RURAL,MOTOCICLETA,PARTICULAR,22.0,HOMBRE,FALLECIDO,CONDUCTOR
PICHINCHA,VIERNES,P23,NO,CP13,CHOQUE LATERAL,RURAL,MOTOCICLETA,PARTICULAR,-1.0,HOMBRE,NO IDENTIFICADO,CONDUCTOR
CARCHI,VIERNES,P19,NO,CP09,CHOQUE FRONTAL,URBANA,AUTOMOVIL,PARTICULAR,33.0,HOMBRE,LESIONADO,CONDUCTOR
PICHINCHA,VIERNES,P20,NO,CP06,ESTRELLAMIENTOS,RURAL,AUTOMOVIL,PARTICULAR,45.0,MUJER,ILESO,CONDUCTOR
EL ORO,VIERNES,P14,NO,CP22,CHOQUE LATERAL,URBANA,CAMIONETA,PARTICULAR,28.0,HOMBRE,ILESO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,VIERNES,P14,NO,CP11,CHOQUE POSTERIOR,URBANA,AUTOMOVIL,COMERCIAL,49.0,HOMBRE,ILESO,CONDUCTOR
AZUAY,VIERNES,P10,NO,CP13,ROZAMIENTOS,URBANA,BICICLETA,PARTICULAR,75.0,HOMBRE,LESIONADO,CONDUCTOR
AZUAY,VIERNES,P18,NO,CP13,ATROPELLOS,RURAL,MOTOCICLETA,PARTICULAR,42.0,MUJER,FALLECIDO,PEATON
AZUAY,VIERNES,P21,NO,CP13,CHOQUE FRONTAL,RURAL,VEHICULO DEPORTIVO UTILITARIO,PARTICULAR,86.0,HOMBRE,ILESO,CONDUCTOR
AZUAY,VIERNES,P22,NO,CP22,CHOQUE LATERAL,URBANA,MOTOCICLETA,PARTICULAR,19.0,HOMBRE,LESIONADO,CONDUCTOR
IMBABURA,VIERNES,P13,NO,CP13,CHOQUE POSTERIOR,URBANA,CAMIONETA,PARTICULAR,43.0,HOMBRE,ILESO,CONDUCTOR
PICHINCHA,VIERNES,P00,NO,CP22,CHOQUE FRONTAL,URBANA,AUTOMOVIL,PARTICULAR,49.0,MUJER,LESIONADO,CONDUCTOR
PICHINCHA,VIERNES,P09,NO,CP22,CHOQUE LATERAL,URBANA,MOTOCICLETA,PARTICULAR,22.0,HOMBRE,LESIONADO,CONDUCTOR
PICHINCHA,VIERNES,P19,NO,CP17,CHOQUE LATERAL,URBANA,AUTOMOVIL,PARTICULAR,58.0,HOMBRE,ILESO,CONDUCTOR
PICHINCHA,VIERNES,P08,NO,CP06,CHOQUE POSTERIOR,URBANA,CAMIONETA,PARTICULAR,35.0,HOMBRE,ILESO,CONDUCTOR
PICHINCHA,VIERNES,P06,NO,CP12,CHOQUE LATERAL,URBANA,AUTOMOVIL,COMERCIAL,32.0,HOMBRE,ILESO,CONDUCTOR
TUNGURAHUA,VIERNES,P18,NO,CP26,ATROPELLOS,RURAL,AUTOMOVIL,PARTICULAR,81.0,HOMBRE,LESIONADO,PEATON
TUNGURAHUA,VIERNES,P19,NO,CP06,COLISION,RURAL,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
TUNGURAHUA,VIERNES,P18,NO,CP22,CHOQUE LATERAL,URBANA,AUTOMOVIL,PARTICULAR,34.0,HOMBRE,ILESO,CONDUCTOR
TUNGURAHUA,VIERNES,P19,NO,CP13,CHOQUE LATERAL,URBANA,CAMIONETA,PARTICULAR,47.0,HOMBRE,ILESO,CONDUCTOR
TUNGURAHUA,VIERNES,P21,NO,CP11,CHOQUE POSTERIOR,RURAL,AUTOMOVIL,PARTICULAR,50.0,HOMBRE,ILESO,CONDUCTOR
CHIMBORAZO,VIERNES,P07,NO,CP05,COLISION,URBANA,CAMION,CUENTA PROPIA,44.0,HOMBRE,LESIONADO,CONDUCTOR
CHIMBORAZO,VIERNES,P18,NO,CP09,CHOQUE LATERAL,URBANA,BUS,PUBLICO,35.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,SABADO,P00,NO,CP13,ESTRELLAMIENTOS,URBANA,AUTOMOVIL,PARTICULAR,-1.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,SABADO,P01,NO,CP13,ESTRELLAMIENTOS,URBANA,VEHICULO DEPORTIVO UTILITARIO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
